#Lmm Matrix output for gnuplot printing surface
	0.5	0.5	1.03424
	0.5	1	0
	0.5	1.5	0
	0.5	2	0
	0.5	2.5	0
	0.5	3	0
	0.5	3.5	0
	0.5	4	0
	0.5	4.5	0
	0.5	5	0
	0.5	5.5	0
	0.5	6	0
	0.5	6.5	0
	0.5	7	0
	0.5	7.5	0
	0.5	8	0
	0.5	8.5	0
	0.5	9	0
	0.5	9.5	0
	0.5	10	0
	0.5	10.5	0
	0.5	11	0
	0.5	11.5	0
	0.5	12	0
	0.5	12.5	0
	0.5	13	0

	1	0.5	1.03424
	1	1	1.03424
	1	1.5	0
	1	2	0
	1	2.5	0
	1	3	0
	1	3.5	0
	1	4	0
	1	4.5	0
	1	5	0
	1	5.5	0
	1	6	0
	1	6.5	0
	1	7	0
	1	7.5	0
	1	8	0
	1	8.5	0
	1	9	0
	1	9.5	0
	1	10	0
	1	10.5	0
	1	11	0
	1	11.5	0
	1	12	0
	1	12.5	0
	1	13	0

	1.5	0.5	1.03424
	1.5	1	1.03424
	1.5	1.5	1.03424
	1.5	2	0
	1.5	2.5	0
	1.5	3	0
	1.5	3.5	0
	1.5	4	0
	1.5	4.5	0
	1.5	5	0
	1.5	5.5	0
	1.5	6	0
	1.5	6.5	0
	1.5	7	0
	1.5	7.5	0
	1.5	8	0
	1.5	8.5	0
	1.5	9	0
	1.5	9.5	0
	1.5	10	0
	1.5	10.5	0
	1.5	11	0
	1.5	11.5	0
	1.5	12	0
	1.5	12.5	0
	1.5	13	0

	2	0.5	1.02499
	2	1	1.02499
	2	1.5	1.29911
	2	2	1.29911
	2	2.5	0
	2	3	0
	2	3.5	0
	2	4	0
	2	4.5	0
	2	5	0
	2	5.5	0
	2	6	0
	2	6.5	0
	2	7	0
	2	7.5	0
	2	8	0
	2	8.5	0
	2	9	0
	2	9.5	0
	2	10	0
	2	10.5	0
	2	11	0
	2	11.5	0
	2	12	0
	2	12.5	0
	2	13	0

	2.5	0.5	1.01574
	2.5	1	1.01574
	2.5	1.5	1.28986
	2.5	2	1.56399
	2.5	2.5	1.56399
	2.5	3	0
	2.5	3.5	0
	2.5	4	0
	2.5	4.5	0
	2.5	5	0
	2.5	5.5	0
	2.5	6	0
	2.5	6.5	0
	2.5	7	0
	2.5	7.5	0
	2.5	8	0
	2.5	8.5	0
	2.5	9	0
	2.5	9.5	0
	2.5	10	0
	2.5	10.5	0
	2.5	11	0
	2.5	11.5	0
	2.5	12	0
	2.5	12.5	0
	2.5	13	0

	3	0.5	1.12474
	3	1	1.12474
	3	1.5	1.25479
	3	2	1.38484
	3	2.5	1.52191
	3	3	1.52191
	3	3.5	0
	3	4	0
	3	4.5	0
	3	5	0
	3	5.5	0
	3	6	0
	3	6.5	0
	3	7	0
	3	7.5	0
	3	8	0
	3	8.5	0
	3	9	0
	3	9.5	0
	3	10	0
	3	10.5	0
	3	11	0
	3	11.5	0
	3	12	0
	3	12.5	0
	3	13	0

	3.5	0.5	1.23374
	3.5	1	1.23374
	3.5	1.5	1.21972
	3.5	2	1.20569
	3.5	2.5	1.34276
	3.5	3	1.47984
	3.5	3.5	1.47984
	3.5	4	0
	3.5	4.5	0
	3.5	5	0
	3.5	5.5	0
	3.5	6	0
	3.5	6.5	0
	3.5	7	0
	3.5	7.5	0
	3.5	8	0
	3.5	8.5	0
	3.5	9	0
	3.5	9.5	0
	3.5	10	0
	3.5	10.5	0
	3.5	11	0
	3.5	11.5	0
	3.5	12	0
	3.5	12.5	0
	3.5	13	0

	4	0.5	1.28084
	4	1	1.28084
	4	1.5	1.21292
	4	2	1.145
	4	2.5	1.239
	4	3	1.333
	4	3.5	1.33826
	4	4	1.33826
	4	4.5	0
	4	5	0
	4	5.5	0
	4	6	0
	4	6.5	0
	4	7	0
	4	7.5	0
	4	8	0
	4	8.5	0
	4	9	0
	4	9.5	0
	4	10	0
	4	10.5	0
	4	11	0
	4	11.5	0
	4	12	0
	4	12.5	0
	4	13	0

	4.5	0.5	1.32794
	4.5	1	1.32794
	4.5	1.5	1.20613
	4.5	2	1.08431
	4.5	2.5	1.13524
	4.5	3	1.18617
	4.5	3.5	1.19143
	4.5	4	1.19669
	4.5	4.5	1.19669
	4.5	5	0
	4.5	5.5	0
	4.5	6	0
	4.5	6.5	0
	4.5	7	0
	4.5	7.5	0
	4.5	8	0
	4.5	8.5	0
	4.5	9	0
	4.5	9.5	0
	4.5	10	0
	4.5	10.5	0
	4.5	11	0
	4.5	11.5	0
	4.5	12	0
	4.5	12.5	0
	4.5	13	0

	5	0.5	1.35859
	5	1	1.35859
	5	1.5	1.20089
	5	2	1.0432
	5	2.5	1.05152
	5	3	1.05985
	5	3.5	1.05284
	5	4	1.04583
	5	4.5	0.950089
	5	5	0.950089
	5	5.5	0
	5	6	0
	5	6.5	0
	5	7	0
	5	7.5	0
	5	8	0
	5	8.5	0
	5	9	0
	5	9.5	0
	5	10	0
	5	10.5	0
	5	11	0
	5	11.5	0
	5	12	0
	5	12.5	0
	5	13	0

	5.5	0.5	1.38923
	5.5	1	1.38923
	5.5	1.5	1.19566
	5.5	2	1.00209
	5.5	2.5	0.967807
	5.5	3	0.933528
	5.5	3.5	0.914249
	5.5	4	0.894971
	5.5	4.5	0.799228
	5.5	5	0.703485
	5.5	5.5	0.703485
	5.5	6	0
	5.5	6.5	0
	5.5	7	0
	5.5	7.5	0
	5.5	8	0
	5.5	8.5	0
	5.5	9	0
	5.5	9.5	0
	5.5	10	0
	5.5	10.5	0
	5.5	11	0
	5.5	11.5	0
	5.5	12	0
	5.5	12.5	0
	5.5	13	0

	6	0.5	1.23999
	6	1	1.23999
	6	1.5	1.23009
	6	2	1.2202
	6	2.5	1.0481
	6	3	0.875996
	6	3.5	0.845668
	6	4	0.81534
	6	4.5	0.902785
	6	5	0.990229
	6	5.5	0.741803
	6	6	0.741803
	6	6.5	0
	6	7	0
	6	7.5	0
	6	8	0
	6	8.5	0
	6	9	0
	6	9.5	0
	6	10	0
	6	10.5	0
	6	11	0
	6	11.5	0
	6	12	0
	6	12.5	0
	6	13	0

	6.5	0.5	1.09074
	6.5	1	1.09074
	6.5	1.5	1.26453
	6.5	2	1.43831
	6.5	2.5	1.12839
	6.5	3	0.818465
	6.5	3.5	0.777087
	6.5	4	0.73571
	6.5	4.5	1.00634
	6.5	5	1.27697
	6.5	5.5	1.02855
	6.5	6	0.780122
	6.5	6.5	0.780122
	6.5	7	0
	6.5	7.5	0
	6.5	8	0
	6.5	8.5	0
	6.5	9	0
	6.5	9.5	0
	6.5	10	0
	6.5	10.5	0
	6.5	11	0
	6.5	11.5	0
