#Lmm Matrix output for gnuplot printing surface
	0.5	0.5	1.03428
	0.5	1	0
	0.5	1.5	0
	0.5	2	0
	0.5	2.5	0
	0.5	3	0
	0.5	3.5	0
	0.5	4	0
	0.5	4.5	0
	0.5	5	0
	0.5	5.5	0
	0.5	6	0
	0.5	6.5	0
	0.5	7	0
	0.5	7.5	0
	0.5	8	0
	0.5	8.5	0
	0.5	9	0
	0.5	9.5	0
	0.5	10	0

	1	0.5	1.03428
	1	1	1.03428
	1	1.5	0
	1	2	0
	1	2.5	0
	1	3	0
	1	3.5	0
	1	4	0
	1	4.5	0
	1	5	0
	1	5.5	0
	1	6	0
	1	6.5	0
	1	7	0
	1	7.5	0
	1	8	0
	1	8.5	0
	1	9	0
	1	9.5	0
	1	10	0

	1.5	0.5	1.03428
	1.5	1	1.03428
	1.5	1.5	1.03448
	1.5	2	0
	1.5	2.5	0
	1.5	3	0
	1.5	3.5	0
	1.5	4	0
	1.5	4.5	0
	1.5	5	0
	1.5	5.5	0
	1.5	6	0
	1.5	6.5	0
	1.5	7	0
	1.5	7.5	0
	1.5	8	0
	1.5	8.5	0
	1.5	9	0
	1.5	9.5	0
	1.5	10	0

	2	0.5	0.992713
	2	1	0.992713
	2	1.5	1.03448
	2	2	1.03468
	2	2.5	0
	2	3	0
	2	3.5	0
	2	4	0
	2	4.5	0
	2	5	0
	2	5.5	0
	2	6	0
	2	6.5	0
	2	7	0
	2	7.5	0
	2	8	0
	2	8.5	0
	2	9	0
	2	9.5	0
	2	10	0

	2.5	0.5	0.951143
	2.5	1	0.951143
	2.5	1.5	0.994217
	2.5	2	1.03468
	2.5	2.5	1.036
	2.5	3	0
	2.5	3.5	0
	2.5	4	0
	2.5	4.5	0
	2.5	5	0
	2.5	5.5	0
	2.5	6	0
	2.5	6.5	0
	2.5	7	0
	2.5	7.5	0
	2.5	8	0
	2.5	8.5	0
	2.5	9	0
	2.5	9.5	0
	2.5	10	0

	3	0.5	0.935607
	3	1	0.935607
	3	1.5	0.953949
	3	2	0.99572
	3	2.5	1.036
	3	3	1.03731
	3	3.5	0
	3	4	0
	3	4.5	0
	3	5	0
	3	5.5	0
	3	6	0
	3	6.5	0
	3	7	0
	3	7.5	0
	3	8	0
	3	8.5	0
	3	9	0
	3	9.5	0
	3	10	0

	3.5	0.5	0.920071
	3.5	1	0.920071
	3.5	1.5	0.937909
	3.5	2	0.956754
	3.5	2.5	0.997955
	3.5	3	1.03731
	3.5	3.5	1.03821
	3.5	4	0
	3.5	4.5	0
	3.5	5	0
	3.5	5.5	0
	3.5	6	0
	3.5	6.5	0
	3.5	7	0
	3.5	7.5	0
	3.5	8	0
	3.5	8.5	0
	3.5	9	0
	3.5	9.5	0
	3.5	10	0

	4	0.5	0.924505
	4	1	0.924505
	4	1.5	0.92187
	4	2	0.940211
	4	2.5	0.959913
	4	3	1.00019
	4	3.5	1.03821
	4	4	1.03911
	4	4.5	0
	4	5	0
	4	5.5	0
	4	6	0
	4	6.5	0
	4	7	0
	4	7.5	0
	4	8	0
	4	8.5	0
	4	9	0
	4	9.5	0
	4	10	0

	4.5	0.5	0.92894
	4.5	1	0.92894
	4.5	1.5	0.925708
	4.5	2	0.923668
	4.5	2.5	0.942797
	4.5	3	0.963073
	4.5	3.5	1.00187
	4.5	4	1.03911
	4.5	4.5	1.04022
	4.5	5	0
	4.5	5.5	0
	4.5	6	0
	4.5	6.5	0
	4.5	7	0
	4.5	7.5	0
	4.5	8	0
	4.5	8.5	0
	4.5	9	0
	4.5	9.5	0
	4.5	10	0

	5	0.5	0.946067
	5	1	0.946067
	5	1.5	0.929546
	5	2	0.92691
	5	2.5	0.92568
	5	3	0.945382
	5	3.5	0.965529
	5	4	1.00355
	5	4.5	1.04022
	5	5	1.04134
	5	5.5	0
	5	6	0
	5	6.5	0
	5	7	0
	5	7.5	0
	5	8	0
	5	8.5	0
	5	9	0
	5	9.5	0
	5	10	0

	5.5	0.5	0.963195
	5.5	1	0.963195
	5.5	1.5	0.946661
	5.5	2	0.930151
	5.5	2.5	0.928501
	5.5	3	0.927691
	5.5	3.5	0.947702
	5.5	4	0.967986
