#Lmm Matrix output for gnuplot printing surface
	0.5	0.5	0.907632
	0.5	1	0
	0.5	1.5	0
	0.5	2	0
	0.5	2.5	0
	0.5	3	0
	0.5	3.5	0
	0.5	4	0
	0.5	4.5	0
	0.5	5	0
	0.5	5.5	0
	0.5	6	0
	0.5	6.5	0
	0.5	7	0
	0.5	7.5	0
	0.5	8	0
	0.5	8.5	0
	0.5	9	0
	0.5	9.5	0
	0.5	10	0

	1	0.5	0.907632
	1	1	0.907632
	1	1.5	0
	1	2	0
	1	2.5	0
	1	3	0
	1	3.5	0
	1	4	0
	1	4.5	0
	1	5	0
	1	5.5	0
	1	6	0
	1	6.5	0
	1	7	0
	1	7.5	0
	1	8	0
	1	8.5	0
	1	9	0
	1	9.5	0
	1	10	0

	1.5	0.5	0.907632
	1.5	1	0.907632
	1.5	1.5	0.910784
	1.5	2	0
	1.5	2.5	0
	1.5	3	0
	1.5	3.5	0
	1.5	4	0
	1.5	4.5	0
	1.5	5	0
	1.5	5.5	0
	1.5	6	0
	1.5	6.5	0
	1.5	7	0
	1.5	7.5	0
	1.5	8	0
	1.5	8.5	0
	1.5	9	0
	1.5	9.5	0
	1.5	10	0

	2	0.5	0.924364
	2	1	0.924364
	2	1.5	0.910784
	2	2	0.913936
	2	2.5	0
	2	3	0
	2	3.5	0
	2	4	0
	2	4.5	0
	2	5	0
	2	5.5	0
	2	6	0
	2	6.5	0
	2	7	0
	2	7.5	0
	2	8	0
	2	8.5	0
	2	9	0
	2	9.5	0
	2	10	0

	2.5	0.5	0.941095
	2.5	1	0.941095
	2.5	1.5	0.927362
	2.5	2	0.913936
	2.5	2.5	0.918707
	2.5	3	0
	2.5	3.5	0
	2.5	4	0
	2.5	4.5	0
	2.5	5	0
	2.5	5.5	0
	2.5	6	0
	2.5	6.5	0
	2.5	7	0
	2.5	7.5	0
	2.5	8	0
	2.5	8.5	0
	2.5	9	0
	2.5	9.5	0
	2.5	10	0

	3	0.5	0.958015
	3	1	0.958015
	3	1.5	0.94394
	3	2	0.930361
	3	2.5	0.918707
	3	3	0.923477
	3	3.5	0
	3	4	0
	3	4.5	0
	3	5	0
	3	5.5	0
	3	6	0
	3	6.5	0
	3	7	0
	3	7.5	0
	3	8	0
	3	8.5	0
	3	9	0
	3	9.5	0
	3	10	0

	3.5	0.5	0.974934
	3.5	1	0.974934
	3.5	1.5	0.96066
	3.5	2	0.946785
	3.5	2.5	0.934801
	3.5	3	0.923477
	3.5	3.5	0.927804
	3.5	4	0
	3.5	4.5	0
	3.5	5	0
	3.5	5.5	0
	3.5	6	0
	3.5	6.5	0
	3.5	7	0
	3.5	7.5	0
	3.5	8	0
	3.5	8.5	0
	3.5	9	0
	3.5	9.5	0
	3.5	10	0

	4	0.5	0.991991
	4	1	0.991991
	4	1.5	0.97738
	4	2	0.963306
	4	2.5	0.950895
	4	3	0.939241
	4	3.5	0.927804
	4	4	0.932132
	4	4.5	0
	4	5	0
	4	5.5	0
	4	6	0
	4	6.5	0
	4	7	0
	4	7.5	0
	4	8	0
	4	8.5	0
	4	9	0
	4	9.5	0
	4	10	0

	4.5	0.5	1.00905
	4.5	1	1.00905
